RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022
"Charleston, SC",msa,SC,141733,142099,142565,143393,144423,145431,146788,148149,149425,150470,151566,152838,154215,155317,156216,156884,157971,159005,160161,160805,161657,162281,162977,163568,164164,164528,164793,165132,165748,166347,167037,167622,168204,168802,169393,170113,170840,171615,172257,172708,173313,173929,174871,175720,176551,177354,178139,179165,180161,181107,182219,183388,185167,187063,189250,191168,193150,194889,196713,198008,199498,201073,203221,205153,207427,210000,213030,215682,218137,220630,223105,225462,227552,230169,232517,235238,237927,240904,243500,245454,246967,247587,247939,247912,248722,249466,250349,250604,250585,250096,249700,249148,248526,247357,246477,245549,244961,243681,242291,240851,239603,238532,236604,234985,232858,231537,229571,227810,225072,221846,219872,218455,216965,214291,211214,208845,207329,206499,206501,206047,206276,205713,205562,205250,205407,204711,203900,203176,202381,200987,199359,197668,195750,193755,192012,190044,187952,186022,184881,183790,182490,180970,180202,180176,180661,181688,182759,183712,184542,185181,185928,185947,186790,187931,188660,189246,190223,191888,193207,193870,194560,195627,197171,198938,200445,202214,203790,205202,206051,207104,208102,208816,209342,209780,210545,211398,212164,212705,213460,214733,215845,216796,217698,218909,220318,221675,223089,223927,224898,226014,226545,227468,228040,229079,229685,230863,232300,233726,234951,236433,237738,239160,240632,241782,242738,243520,244515,245420,246274,247654,249109,250934,252132,253377,254546,256166,257804,259234,260734,262145,263390,264143,264789,265716,266948,268079,268654,269037,269603,270422,271342,272230,272830,273159,273392,273598,273920,274137,274541,275020,275777,276865,277559,278203,278904,280118,281620,283493,285799,288523,291289,294135,296916,300180,303757,308997,314486,322025,329826,338236,345089,350523,356389,362518,369748,377968,386515,395323,403194,410574,415806,419009,420825,422923
"Dayton, OH",msa,OH,101765,101252,101399,101382,101811,102025,102339,102704,103127,103538,103961,104321,104713,105087,105411,105499,105374,105428,105754,106263,106654,107053,107371,107696,107896,108175,108350,108430,108399,108457,108650,108927,109206,109447,109728,109959,110240,110516,110786,110986,111255,111587,111994,112365,112842,113447,114258,115071,115456,115933,116322,116787,116983,117105,117566,117971,118416,118626,118895,119058,119470,119727,120105,120494,120887,121341,121535,121776,121947,122246,122385,122527,122662,122861,122894,122800,122875,123029,123252,123340,123258,123199,122951,122897,122665,122643,122519,122330,122014,121743,121736,121977,122322,122331,121804,121342,120979,120582,120144,119510,119286,118675,118533,117945,117625,116980,116670,115446,114625,113728,113577,113141,112579,112238,111497,111009,110342,110097,109802,109617,108812,107724,106599,106259,106218,106204,105995,105707,105223,104753,104345,103879,103571,103554,103825,103465,102971,102428,102379,102230,102079,101936,102325,102313,102052,101113,100396,100402,100410,100300,99446,99218,99333,99870,99654,99475,98880,98842,98595,98760,98654,98682,98750,98899,99139,99049,98889,98590,100296,102070,104032,104460,104979,105595,105854,106032,105983,105964,105791,105525,105190,105065,104990,105201,105397,105631,105669,105497,105364,105188,105212,105275,105592,106360,107798,109130,110047,110370,110583,110682,110945,111369,112075,112752,113506,113609,113686,113621,114273,114975,115924,116750,117561,118448,119073,120014,120771,121729,122321,122995,123750,124576,125678,126326,126795,126938,127480,128230,128587,129106,129447,130219,131228,132466,133311,133816,134087,134813,135562,136359,137063,137908,139328,140903,141993,142979,144008,145415,147023,148686,150676,152414,154183,155904,157901,160248,162993,165581,168097,170282,172372,174378,176069,176948,178372,180687,183805,186243,187806,188990,189813,190427,190924,191333
"Cape Coral, FL",msa,FL,137449,137701,137915,138461,139120,140259,141285,142077,142664,143536,144670,145672,146394,147123,147938,149045,150223,151407,152537,153732,154948,156162,157346,158673,159903,161200,162470,163995,165612,167319,168861,170543,172144,174042,175568,177088,178624,180315,182148,184049,186141,188427,190204,191660,193155,195061,196743,198197,199344,200829,202333,204510,207107,210447,213970,217775,221114,223759,226857,230195,234412,238588,244101,249699,255852,261958,269199,278205,286343,294951,302015,310185,317500,323736,330933,336913,341032,341166,342392,342787,342200,338322,335976,332430,329990,324254,320257,315005,308655,301012,293815,288481,283479,276151,268105,261599,255657,251595,244769,238281,231097,224886,218514,211790,205919,200341,195053,188858,183133,178986,175172,171938,167742,164076,160423,157318,154045,151603,150743,150039,149447,147169,146089,145508,146047,146574,146617,146075,145211,143913,142332,141542,141361,142134,141887,141257,140087,139752,139487,139698,139756,140438,140986,141604,141896,142555,143572,144663,145806,146794,147575,148258,149176,151125,153227,154663,155915,157378,159097,160712,162556,163942,165769,167619,170644,172902,174694,176167,177739,178802,179382,179916,181092,182585,183426,183909,184922,186982,189101,190812,192643,194576,197054,198231,199416,200187,202031,204332,206430,208629,211010,213420,215050,216546,216733,218151,218580,220066,220891,221871,222666,224078,225425,226833,226917,226260,226196,226647,228093,228601,229338,229593,229942,230209,230441,230874,231982,232968,234226,234639,235373,236153,236191,236530,237085,238488,239742,240943,240024,239760,238770,239516,239157,239366,240100,241057,241516,240831,240400,239678,240970,241504,242709,243720,245592,246412,247458,248936,250990,252562,254261,256325,258793,261316,266140,271649,280124,289742,300396,311329,322342,332893,340797,347984,356273,369633,384200,401322,414066,423785,426720,427712,427257,428059
"Greensboro, NC",msa,NC,115392,115729,115947,116460,116862,117225,117534,117823,118210,118523,118896,119268,119815,120304,120755,121113,121408,121658,121856,122114,122407,122615,122796,122942,123209,123500,123748,123811,123912,123957,124204,124296,124530,124539,124614,124686,125025,125333,125656,125917,126062,126112,126054,126240,126642,126825,126949,126901,127111,127398,127644,128061,128380,128803,129129,129458,129758,130013,130319,130588,130846,131143,131385,131684,131949,132349,132797,133343,133787,134371,134754,135199,135568,135921,136456,136858,137476,137915,138296,138511,138638,138788,139019,139298,139636,139956,140272,140562,140862,141197,141365,141451,141521,141693,141897,141913,141838,141680,141637,141773,141756,141581,141031,140528,139901,139157,138595,138275,138295,138157,137846,137391,136951,136203,135443,134541,134011,133623,133107,132639,131989,131495,131051,130936,130824,130723,130377,130030,129493,129090,128769,128382,127623,126873,126209,125668,125164,124602,124009,123581,123284,122933,122250,121595,121034,120799,120607,120601,120428,120168,120034,119912,119829,119735,119736,119852,119964,120208,120645,121190,121487,121752,121907,122254,122549,122819,123193,123521,123692,123553,123353,123349,123596,123805,123978,124090,124153,124241,124201,124256,124718,125309,125921,125884,125871,125831,126066,126264,126491,126709,126808,126827,126635,126605,126682,127080,127442,128075,128781,129620,130211,130748,131366,132066,132387,132673,132813,133483,134238,135124,136026,136268,136709,137004,137912,138641,139288,139953,140520,140977,141340,141969,142899,143310,143573,143752,144714,145784,146876,147723,148623,149691,150707,151594,152253,152838,153640,154320,155095,155605,156598,157609,159149,160742,162365,163435,164008,165128,166666,168964,171183,173200,175419,177647,179993,181984,184633,187986,191618,195250,198379,201527,203919,206990,210614,214312,218070,222425,226302,229619,231878,234634,236659,238270
"Boise City, ID",msa,ID,,,,,,,,,,,,,152099,152265,152674,153347,153984,154416,154929,155508,156046,156525,156842,157286,157574,158011,158243,158546,158826,159213,159473,159667,159922,160193,160392,160413,160485,160754,160668,161200,161783,162604,162980,163262,163758,164106,164252,164519,164813,165195,165589,166030,166493,166973,167508,168123,168530,168783,169137,169619,170295,171012,172136,173175,,,,,188252,191691,194129,194233,194985,195746,197510,201242,205385,211599,214750,217804,220328,216267,215121,212956,216119,214500,213107,212865,213831,214328,214719,215154,215472,215579,215671,215521,215232,215290,214806,214413,212048,209518,206660,204186,201923,199199,196257,192531,189844,186818,183778,180315,177121,175502,173521,171869,169739,167941,166363,165862,164360,164002,162755,162404,161722,159641,157262,154711,152166,149885,147420,145356,143643,141616,140721,138943,137648,136812,137090,137271,137238,136993,137042,137314,137375,137998,139163,141956,145007,147293,149198,151882,154192,156615,157451,159806,163117,166475,170224,172048,174891,176827,179557,181279,182268,183309,184820,186091,186419,186967,187597,188790,189369,189890,189615,189028,188954,188998,189411,189973,190817,192555,193742,195744,197134,198823,199474,200295,200968,201542,202088,203251,205581,207491,209042,209749,211194,212467,213876,215094,217396,219455,221487,222706,222949,224093,225011,227705,229147,231274,233361,235454,237806,239972,243263,245473,247864,249979,252704,255370,258639,262586,266566,269844,273130,276923,281105,284643,287935,290517,293202,294626,295607,296123,297606,300255,303430,306937,309880,312826,315517,319029,322393,325423,327085,329659,332382,337315,343249,352357,363496,376557,390055,403979,417019,433762,447190,465402,479563,493562,499657,501517,500412,500853,505439,511044,512984,511212,510802,511292,508173,500213,491503,485515
"Stockton, CA",msa,CA,163547,162482,162556,162778,164221,165823,168033,171065,174540,178231,181154,183721,185985,188877,192370,196182,199725,203340,206430,209047,211920,214997,218480,221467,223865,226114,228006,229863,231785,233356,235031,236424,237751,239439,242013,244661,247308,250222,253458,256520,259099,261204,263513,265670,268608,271495,274659,277524,280600,283243,286844,291097,296836,304250,311707,318976,326218,333449,340726,347251,353650,362490,371401,381874,389721,398142,405532,414528,422425,428287,432300,436221,439573,441072,443581,446538,448876,449792,450973,451707,450167,446368,442639,438395,435686,431996,428251,423532,419855,411449,401498,388974,377851,367530,352745,339853,325069,312389,297634,284523,269376,255655,240714,230548,221664,213081,205902,199190,194074,188884,183966,180241,179709,179483,177825,176067,172306,172616,173058,177863,181509,183539,183413,180922,178587,177959,178452,179407,181348,181551,181799,178497,176211,173645,172563,172087,170674,168194,166823,164755,163696,161531,160492,159476,159835,161069,162466,163526,163724,164298,164893,166587,168043,170193,173251,177054,179814,181967,185553,189414,194473,199880,207193,214197,221221,227175,232333,237038,242551,249233,253550,257407,257562,258417,256752,257214,257650,259510,260172,260582,260962,262972,264778,265788,266884,267631,269121,270660,273905,277313,279719,281420,282483,283309,286095,289632,294488,296347,297284,297359,298428,301064,304317,307242,309445,312550,315617,318012,318912,321597,324612,327680,329994,332311,333292,335657,338931,343648,345639,349735,354254,358490,358893,358814,359371,362741,364998,365164,364839,364124,366373,366940,368343,368825,369218,369578,369222,369216,369542,371432,372071,375006,377165,380625,381172,379448,381341,384312,392078,397633,404910,411905,420495,431040,439145,445475,455024,468429,487399,501829,512873,516757,519258,519578,523198,528158,541353,553868,562755,562628,560707,554873,551173,545859
"Colorado Springs, CO",msa,CO,163394,163736,163991,164601,165203,165917,166795,167695,168761,169807,170991,172188,173459,174676,175956,177201,178692,180156,181742,183414,184854,186098,186991,187805,188515,188855,189181,189291,189670,190101,190862,191389,192028,192653,193337,193628,193802,194175,194919,195481,196031,196370,196957,197268,197693,197959,198569,199141,199697,200061,200325,200787,201368,202275,203097,203925,204430,205008,205487,206244,207159,208129,209109,210240,211661,213010,214164,215411,216678,217714,218400,219128,219697,220001,220429,221025,222011,222799,223668,224395,224883,225082,224937,225142,225549,226226,226638,227241,228050,228816,229132,228697,227953,226753,226390,226447,226010,225328,223946,223037,221755,220326,219149,217967,217326,216708,215296,213468,211466,210767,210470,211481,211595,212053,211371,211239,210812,210833,211808,212733,213557,213692,214030,214143,213720,213403,212620,211689,210160,209312,208026,206552,205490,204904,204671,203637,202592,201424,200509,200211,200361,200315,199961,199699,200271,200782,201166,201075,201738,202762,204431,205036,205454,205437,206312,207118,208031,209223,211107,212399,213201,213239,213293,213909,214611,215806,216643,217705,218166,218654,218907,219234,219257,219357,219814,220159,220730,221581,222325,224072,225231,226621,227019,227977,229554,230427,231123,231474,232602,233692,235261,236388,237417,238847,240880,243540,245082,246554,247773,249170,250574,251951,253697,255975,258388,260551,262407,264027,266054,267754,269888,272064,274254,276752,279336,281973,283296,284453,285824,288371,290812,292740,293926,294864,296547,298741,301177,303284,305117,306694,307400,307653,307699,308396,309894,312335,315327,317785,319508,320835,323018,325782,329032,332074,334436,336297,338436,341604,345511,350217,356718,362567,368931,373285,383348,393012,405174,414612,424557,433254,440800,447002,451990,457310,463309,469969,475561,483015,489672,494208,492890,489209,484582,481720
"Little Rock, AR",msa,AR,99038,99206,99405,99835,100212,100485,100674,100913,101236,101530,101942,102360,102846,103183,103485,103753,104077,104467,104847,105183,105500,105719,105916,106084,106351,106714,107037,107352,107637,107964,108349,108729,109125,109514,109885,110261,110548,110984,111423,112005,112471,112872,113347,113801,114322,114763,115255,115756,116261,116848,117409,118040,118687,119371,119934,120430,120965,121531,122200,122826,123565,124180,124921,125617,126351,126994,127752,128387,129069,129882,130750,131598,132179,132835,133546,134277,135041,135807,136524,137082,137772,138182,138527,138597,,138228,137963,138143,138248,138493,138767,139147,139375,139447,139439,139428,139460,139643,139809,140066,139979,139779,139530,139383,139196,138837,138584,138367,138185,137801,137478,137254,137217,137257,137332,137265,137107,136992,137114,137494,138050,138584,138978,139337,139641,139769,139450,139060,138589,138237,137828,137080,136408,135822,135811,135573,135264,135065,135005,134924,134625,134344,134069,133725,133781,133892,134303,134608,134984,135161,135187,135297,135693,135958,136282,136499,136699,136901,136780,136910,136868,137061,137053,137101,137068,137063,136888,136683,136706,136920,137242,137431,137518,137435,137178,136957,136902,137118,137227,137495,137747,138002,138177,138316,138478,138654,138795,139028,139253,139470,139820,140004,140165,140444,140837,141159,141141,141048,140897,140847,140732,140549,140413,140439,140802,141088,141610,141911,142486,142750,143268,143538,143870,144295,144824,145369,145475,145630,145781,146125,146408,146672,147062,147344,147734,148024,148525,149115,149577,149942,149878,149920,149858,150015,150046,150321,150588,151106,151447,151800,151697,151637,151999,152681,153496,154144,155032,156112,157242,158429,159573,160719,161910,162654,163407,164220,166389,168763,171735,173662,176313,178045,180750,183099,185928,187799,189232,190927,192835,195120,196835,197907,199222,200279
"Lakeland, FL",msa,FL,101192,101552,101825,102058,102331,102655,103213,103625,103944,104330,104685,105191,105633,106109,106390,106837,107262,107795,108256,108745,109197,109611,109970,110447,110748,111088,111295,111676,112093,112554,113080,113629,114156,114680,115149,115784,116317,117006,117694,118531,119292,119951,120629,121310,122084,122907,123813,124724,125489,126252,127025,127921,128856,130160,131671,,,137905,139511,140636,142543,144447,146705,149098,151880,155874,160330,164954,169022,173209,177769,181269,182833,183668,186030,192003,197938,203312,205387,207008,206685,205106,203288,202207,202854,203773,204425,204125,203349,202336,201174,199720,198124,195823,192191,189551,188275,187852,186209,183995,180999,177710,174494,170917,168264,165520,163215,159145,154831,151355,149113,147079,145275,142610,140260,137737,135551,132931,131171,130237,129952,129471,128443,127120,125389,123843,122504,120919,119671,118215,116932,115085,112353,109821,107609,106449,105737,105363,104814,104016,103639,103429,103435,102942,103066,103385,104304,104946,104989,104923,104607,105160,105146,105740,106248,107463,108479,108840,109358,110373,112446,114748,117032,119211,121348,123487,124824,125776,126720,127677,128693,129014,129656,129939,130593,130684,131663,132963,134768,135876,136549,137383,137909,138231,138537,138984,139360,139850,140515,141425,141922,143002,143969,145718,146552,147771,147962,149196,150872,152689,153627,153874,154756,155694,156916,158065,159717,161034,161964,162749,163514,164679,165766,167195,168738,170451,170990,171273,171908,174149,176365,178020,179479,181081,182610,183902,184597,185696,187048,188078,188736,188753,189721,190410,191303,191482,191091,190966,191887,193628,195102,196624,198297,199670,199929,200621,201054,202786,205102,208177,210299,211828,214273,216654,219467,222706,227052,232924,239215,246067,252642,259162,266032,271388,277655,283939,291876,299767,307644,314203,319057,321888,322549,321783
"Des Moines, IA",msa,IA,125494,126006,126435,127229,127917,128436,128982,129403,129903,130632,131258,131930,132126,132491,132826,133452,134060,134711,135381,136020,136696,137147,137676,138184,138351,138374,138351,139205,140184,141320,141804,142295,142628,143182,143813,144510,145155,145748,146239,146773,147187,147630,148206,149024,149907,150581,151211,151802,152378,152786,152975,153435,153976,154714,155333,155940,156524,157083,157611,158203,158612,158963,159270,159773,160366,161002,161622,162168,162651,163099,163699,164327,164876,165208,165565,165928,166338,166639,167007,167410,167793,168018,168201,168512,168626,168828,168865,169077,169096,169130,169145,169197,169109,169042,168856,168766,168603,168145,167377,166629,166277,166074,166021,166008,165976,165542,164904,164263,163406,162598,161945,161895,161867,161838,161698,161608,161558,161571,161613,161532,161346,161256,161606,161939,161985,161490,160844,160092,159165,158140,157314,156587,155970,155314,154758,154356,153961,153591,153372,153093,152865,152632,152730,152834,152497,152137,151960,152183,152517,152937,153560,154026,154560,155340,156074,156913,157975,159411,160201,160258,160494,161134,161732,161743,161729,161648,161559,161328,161703,162392,163396,164447,165241,165631,165681,165497,165568,165410,165238,164895,165200,165841,166965,168066,169209,170159,171018,171842,172873,173646,174595,175573,176256,177026,177851,179090,180192,180998,181593,181923,181986,182436,183098,184004,184812,185562,186369,187077,187960,188635,189392,190251,191379,192152,193001,194291,195211,195766,195918,196867,198027,198757,199275,199790,200450,201061,201367,201885,202692,203902,204779,205144,205003,205489,205868,206549,206644,206853,207028,207461,208197,208481,208918,209164,209949,210731,212040,213183,214342,215376,216936,217871,219313,221659,224871,227798,230116,232720,235823,238633,240927,242770,244924,248001,251171,254230,256294,258781,260903,263548,265232,267193,268660,270412
